Name,possible_num_remaining_players
Matt McLain,[109  52 148 ...  38  52  35]
Yuki Matsui,[118  28 185 ...  11   5  12]
Matt Shaw,[139  80 212 ...  15  80  19]
Matt Waldron,[53 30 43 ...  8  2 12]
Matt Sauer,[60 23 94 ...  6  6  7]
Matt Svanson,[63 19 80 ... 26 26 39]
Zebby Matthews,[126  26  25 ...   7  26  22]
Ronny Mauricio,[280  22  60 ...   7  88  28]
Max Muncy,[245  58 153 ...   5  89  15]
Max Scherzer,[50 69 85 ... 21 47 50]
Max Schuemann,[126  27  79 ...  38  14  40]
Max Meyer,[108  10  12 ...  13  28  38]
Tim Mayza,[ 2 10 29 ... 44 44 54]
Trevor McDonald,[95 51 36 ...  2 12  1]
Reese McGuire,[103  36  86 ...  52  36  46]
Michael McGreevy,[93 40 45 ... 10 40 26]
Zach McKinstry,[163  26  56 ...  30  26  29]
Ryan McMahon,[ 8 28 89 ... 36 24 34]
Parker Meadows,[170  32  98 ...  19   4   2]
Nick Mears,[67 14 80 ... 28  5 43]
Wade Meckler,[118  51 168 ...   5  17   2]
Victor Mederos,[152  28  95 ...   7  41  10]
Trevor Megill,[30  7 50 ... 37 37 50]
Tylor Megill,[108   5   6 ...  17  23  58]
MJ Melendez,[152  29  86 ...  25  25  20]
Troy Melton,[148  35  32 ...   3  35   6]
Michael Mercado,[86  6  7 ... 21 21 39]
Jake Meyers,[141  29 100 ...  39   5   5]
Michael Conforto,[45 26 17 ... 13 13 13]
Mickey Moniak,[  4  46 135 ...  15  10  10]
Michael Massey,[139  33  79 ...  33  19  23]
Michael Wacha,[26 41  6 ... 13 41 40]
Michael Toglia,[121  54 162 ...  12  12  33]
Michael Tonkin,[ 16  25 103 ...  34  34  45]
Michael Siani,[106  41 128 ...  40   6   5]
Michael Soroka,[112  41  54 ...  14  27  54]
Michel Otañez,[126  13  80 ...  30   7  50]
Michael Petersen,[64  5 18 ... 38 38 93]
Miguel Rojas,[225  94 333 ...  32  32  22]
Miguel Castro,[161  13  43 ...  25  17  41]
Miguel Vargas,[211  44 138 ...  30  44  28]
Mike Trout,[ 2 12 36 ... 71 71 81]
Mike Yastrzemski,[ 4 51 22 ... 51 51 34]
Mike Tauchman,[ 4 51 22 ... 51 51 34]
Miles Mikolas,[120  68  86 ...  24  68  75]
Mike Vasil,[108  15  64 ...  13  21  15]
Wade Miley,[143  69  90 ...  24  69  63]
Shelby Miller,[16 37 19 ... 47 47 72]
A.J. Minter,[47  2 13 ... 31 31 54]
Jose Miranda,[188  43 127 ...  43  27  38]
Anthony Misiewicz,[125  12  37 ...  19  14  32]
Mitch Spence,[74 14 57 ... 23 23 38]
Mitchell Parker,[124  12  12 ...   9  37  30]
Casey Mize,[107  19  21 ...  12   5  29]
Moisés Chace,[238  21   4 ...   4  68  13]
Sam Moll,[ 2 10 29 ... 44 44 54]
Anthony Molina,[120  40 171 ...   4  13   7]
Rafael Montero,[32 27 19 ... 38 38 55]
Ryan Mountcastle,[ 31  35 145 ...  31   6  28]
Roddery Muñoz,[ 89  26 126 ...  28  33  42]
Rolddy Muñoz,[149   3  12 ...  10  41  46]
Sean Murphy,[153   3  28 ...  52  35  59]
Tom Murphy,[24 77 31 ... 21 21  3]
Tobias Myers,[80 32 39 ... 11 35 37]
Myles Straw,[30 26 82 ... 33  2  3]
Tommy Nance,[ 5 34 21 ... 33 33 41]
Nasim Nuñez,[228  24  64 ...   6  81  17]
Nate Pearson,[67 14 80 ... 28  5 43]
Nathan Wiles,[83  2 18 ... 25 25 33]
Josh Naylor,[214  32 136 ...  46  14  42]
Ryne Nelson,[56 36 34 ...  1  5 13]
Zach Neto,[187  45 112 ...   5  72   7]
Sean Newcomb,[35 11  9 ... 36 36 62]
Nick Pivetta,[43 25  7 ...  6 15 20]
Nick Sandlin,[ 21  14 100 ...  19   2  23]
Nick Sogard,[ 42  46 165 ...  36  25 101]
Nick Yorke,[144  80 213 ...  15  80  22]
Brandon Nimmo,[61  3  6 ... 60 60 54]
Nolan Schanuel,[226  54 146 ...  16  71  19]
Shinnosuke Ogasawara,[162  16  18 ...  18  31  31]
Pierson Ohl,[126  26  25 ...   7  26  22]
Shohei Ohtani,[81  9 94 ... 16 16 18]
Steven Okert,[20 25 15 ... 43 43 73]
Matt Olson,[76  2 20 ... 58 58 59]
Reese Olson,[112  22  21 ...   6  20  21]
Orlando Ribalta,[129   9  38 ...  29  26  46]
Tirso Ornelas,[157  59 229 ...   8  20  11]
Oswald Peraza,[199  37 125 ...  35  59  51]
Owen White,[98 15 60 ... 14 21 20]
Tyler Owens,[112  23  69 ...   6  23   6]
Pedro Pagés,[139  51 163 ...  51  51  47]
Richie Palacios,[ 34  34 149 ...  32   6  23]
Vinnie Pasquantino,[142  31  80 ...  31  18  22]
Patrick Sandoval,[23 28 47 ... 14  5 20]
Paul Sewald,[ 16  25 103 ...  34  34  45]
Paul Blackburn,[54  2  5 ... 20 41 65]
Graham Pauley,[189  16  51 ...   6  68   5]
Paul Skenes,[107  62  66 ...   7  62  22]
Pavin Smith,[ 90  43 161 ...   5   5  10]
Paxton Schultz,[18 20 90 ... 22 14 16]
Zach Penrod,[57 30 43 ...  7  2  7]
Ryan Pepiot,[25 35 36 ... 14 20 20]
Wandy Peralta,[20 35 32 ... 14 14 16]
Blake Perkins,[118  45 162 ...  45   3   6]
Wenceel Pérez,[ 16  48 156 ...  28  48 102]
Jack Perkins,[95 18 64 ... 18 31 39]
Luis Perales,[71 67 95 ...  3 48  8]
Tommy Pham,[171  86 263 ...  86  86  80]
Tyler Phillips,[83  7 23 ... 25 25 33]
Pierce Johnson,[22  4  5 ... 47 47 73]
Robinson Piña,[ 29  25 125 ...  14  14  32]
PJ Poulin,[101  27  29 ...  13  27  30]
Yohel Pozo,[134  49 177 ...  49  11  54]
Ryan Pressly,[109  40 167 ...  52  52  77]
Quinn Priester,[100  58  52 ...   3  58   9]
A.J. Puk,[82 15 58 ...  3  3 12]
Jose Quintana,[188  83 115 ...  29  83 102]
José Quijada,[159  21 103 ...  27  23  45]
Carson Ragsdale,[56 36 34 ...  7  9  1]
Cal Raleigh,[159  35 109 ...  46  17 159]
Brooks Raley,[180  10  51 ...  50  50  66]
Ranger Suárez,[158  16   2 ...  20  30  43]
Randy Rodríguez,[ 87  31 124 ...   5  14   4]
Randy Vásquez,[83 40 43 ...  4 10  8]
Robbie Ray,[ 4 16 13 ...  5 13  3]
Marco Raya,[181  41  46 ...   4  41   9]
J.T. Realmuto,[31 27  4 ... 78 78 78]
Rob Refsnyder,[ 2 89 53 ... 57 57 68]
Anthony Rendon,[ 25  57 158 ...  87  87  88]
Sean Reynolds,[52 23 99 ... 11  5  7]
Rhylan Thomas,[  7  31 107 ...  26  50  31]
Riley O'Brien,[79 18 55 ... 34 18 52]
Ryan Ritter,[137  69 170 ...   3  23   2]
River Ryan,[66 34 35 ...  3  8  8]
Victor Robles,[  8  30 106 ...  40  14  51]
Robert Stephenson,[33 11  8 ... 39 39 73]
Robert Suarez,[20 35 29 ... 15 15 24]
Rob Zastryzny,[ 5 11 43 ... 55 55 88]
Will Robertson,[141  31  80 ...  31  18  22]
Sem Robberse,[167  70  85 ...   7  70  32]
Tekoah Roby,[107  62  66 ...   7  62  22]
Yariel Rodríguez,[ 32  17 155 ...  22   2  37]
Grayson Rodriguez,[39 41 42 ...  7 27 17]
Bradgley Rodriguez,[155  43 215 ...  17  17  22]
Taylor Rogers,[16 37 20 ... 46 46 59]
Tyler Rogers,[22 10  5 ... 47 47 73]
Jake Rogers,[160  26  56 ...  31  26  33]
Trevor Rogers,[28 35 36 ... 14 18 15]
Josh Rojas,[70  8 48 ... 35 35 30]
Roki Sasaki,[154  66  67 ...   3  19   8]
Ryan Rolison,[ 58  19 106 ...   9   2  11]
Roman Anthony,[  3  83 274 ...  63  63  41]
Ronel Blanco,[71  7 12 ... 20 50 85]
Ronny Simon,[162  71 223 ...  48  71 148]
Rowdy Tellez,[168  18  65 ...  47  33  54]
Ryan O'Hearn,[44 24 15 ... 16 16 14]
Ryan Thompson,[ 4 14 37 ...  6  6 19]
Ryan Yarbrough,[ 1 17 14 ... 13 36 43]
Ryan Walker,[ 65  24 117 ...  10   4   4]
Ryan Vilade,[  6  41 123 ...  43  43  39]
Ryan Weathers,[115  11  13 ...   9  38  36]
Ryan Zeferjahn,[74 14 57 ... 23 23 38]
Ryne Stanek,[22 10  5 ... 47 47 73]
Thomas Saggese,[144  80 213 ...  15  80  22]
Salvador Perez,[ 30  72 208 ...  72  72  61]
Samad Taylor,[ 5 28 79 ... 32 40 39]
Gary Sánchez,[26 28 22 ... 49 49 53]
Anthony Santander,[  4  42 133 ...  45  31 191]
Tony Santillan,[67 14 80 ... 28  5 43]
Winston Santos,[195  43  40 ...   9  64  28]
Tayler Saucedo,[35 11  9 ... 36 36 62]
Josh Sborz,[58  7 11 ... 18 43 68]
Casey Schmitt,[100  46 132 ...  11  11   2]
Spencer Schwellenbach,[115   3  11 ...   9  38  35]
Tanner Scott,[34  7 35 ...  7  7 12]
Victor Scott II,[138  68 173 ...   5   5   1]
Scott Effross,[ 3  7 41 ... 24 24 35]
Seiya Suzuki,[  9  40 109 ...  57  40  72]
Anthony Seigler,[120  71 137 ...  80  80  80]
Marcus Semien,[38 56 19 ... 80 80 85]
Antonio Senzatela,[98 25 27 ...  4 11 21]
Shane McClanahan,[24 28 47 ... 14  5 20]
Shay Whitcomb,[136  27  87 ...  45  45  46]
Shane Smith,[126  26  25 ...   7  26  22]
Zack Short,[158  18  58 ...  50  37  64]
Simeon Woods Richardson,[148  35  32 ...   3  35   6]
Josh Simpson,[89  7 25 ... 25 21 27]
Jose Siri,[208   6  21 ...  54   3   6]
Tarik Skubal,[107  19  21 ...  12   5  29]
Will Smith,[101  26  82 ...  11  12  12]
Josh Smith,[123  29  83 ...  36  37  35]
Blake Snell,[31 23  5 ...  4 10 11]
Tyler Soderstrom,[226  51 147 ...  15  70  19]
Jorge Soler,[  2  14  43 ...  78  78 104]
Sonny Gray,[15 67 83 ... 23 67 73]
José Soriano,[129  24  34 ...  16  35  54]
Edmundo Sosa,[208  18  14 ...  57  41  62]
Spencer Torkelson,[153  33  98 ...  22  33  25]
Spencer Steer,[ 91  41 118 ...  41  30  40]
Spencer Strider,[100   2  10 ...  13  28  45]
Tyler Stephenson,[ 94  42 121 ...  42  10  41]
Steven Wilson,[125  12  37 ...  19  14  32]
Trevor Story,[21 25 16 ... 44 44 44]
Hunter Strickland,[166  26 113 ...  52  52  86]
Wander Suero,[ 8  2 11 ... 49 49 90]
Tomoyuki Sugano,[  8  75 108 ...  18  49  71]
Dansby Swanson,[50 10 72 ... 61 61 61]
Trey Sweeney,[170  36  98 ...  22  36  18]
Taijuan Walker,[47  7  1 ... 19 47 66]
Fernando Tatis Jr.,[  6  54 170 ...  13  13  10]
Tim Tawa,[ 99  46 134 ...   8   8  11]
Michael A. Taylor,[ 4 52 21 ... 52 52 44]
Taylor Ward,[81  6 38 ... 57 57 70]
Tyrone Taylor,[71  2 15 ... 54  7  5]
Taylor Walls,[ 40  62 190 ...  38  30 131]
Taylor Trammell,[125  28  84 ...  32  36  36]
Troy Taylor,[141  27  85 ...  12  43  22]
Grant Taylor,[132  24  89 ...   8  27  14]
José Tena,[239  24  70 ...   7  72   7]
Bryce Teodosio,[136  25  87 ...  43   5   5]
Terrin Vavra,[ 33  38 148 ...  32   6  23]
Trent Thornton,[48  6 26 ... 35 35 69]
Zack Thompson,[78 31 36 ... 12 20 34]
Blade Tidwell,[95 51 36 ...  2 12  1]
Tyler Tolbert,[132  33  75 ...  33  20  27]
Tommy Edman,[135  33  97 ...  10  14  54]
Travis d'Arnaud,[240  58 162 ...  90  90  87]
Triston Casas,[ 47  46 162 ...  21  37  19]
Tristan Gray,[ 28  53 161 ...  35  25  25]
Tucupita Marcano,[150  60 221 ...   8  19  11]
Justin Turner,[179  92 271 ...  92  92  85]
Trea Turner,[57  7  3 ... 66 66 71]
Tyler Wade,[108  24  89 ...  11   1   1]
Tyler Wells,[19 23 23 ... 13 17 35]
Tyler Zuber,[112   6  21 ...  29  21  53]
Tyler Black,[168  63 220 ...  45  63  30]
José Ureña,[ 7  9 26 ... 37 37 51]
Ramón Urías,[107   8  59 ...  72  72  96]
José Urquidy,[180  21  22 ...  13  21  47]
Zac Veen,[  7  78 217 ...   5  23   5]
Anthony Veneziano,[89  7 25 ... 25 21 27]
Will Vest,[125  12  37 ...  19  14  32]
Victor Vodnik,[69 28 96 ...  3 13  7]
Victor Mesa Jr.,[311  25  92 ...  15   6   3]
Anthony Volpe,[ 15  72 181 ...   6  49   3]
Will Wagner,[ 86  47 135 ...  16   9   9]
Will Warren,[12 33 39 ...  7 19 27]
Weston Wilson,[158   8   6 ...  50  32  60]
Zack Wheeler,[19 20  5 ... 26 56 64]
Carson Whisenhunt,[100  50  37 ...   2  12   1]
Willi Castro,[163  56 243 ...  56  14 243]
Trevor Williams,[ 6  6  6 ... 20 54 74]
Will Wilson,[132  33  74 ...  33  20  29]
Josh Winckowski,[20 20 83 ... 22 15 21]
Grant Wolfram,[ 23  14 106 ...  19   2  21]
Jake Woodford,[ 58  19 106 ...   3   1  12]
Yoshinobu Yamamoto,[97 41 55 ...  3 10 14]
Christian Yelich,[ 4 18 53 ... 68 68 57]
Yerry De los Santos,[  8  22 118 ...  26  15  26]
Yoán Moncada,[307  24  86 ...  64  46 307]
Yohan Ramírez,[104  19  66 ...  41  21  65]
Yosver Zulueta,[ 92  20 122 ...  33  23  54]
Josh Walker,[118   6   7 ...  26  20  48]
Ryan Noda,[ 28  49 165 ...  32  24  25]
Adrian Morejon,[ 90  27 154 ...   7   7   9]
Jose Trevino,[47 22 15 ... 67 67 63]
Steven Kwan,[141  31  80 ...  31  18  22]
Blake Treinen,[119  37 176 ...  18  18  15]
Ian Hamilton,[ 7 16 55 ... 23 13 31]
Adrian Del Castillo,[110  52 152 ...   4   6  10]
Josiah Gray,[92 11 10 ... 16 31 33]
Andrew McCutchen,[  8  87 267 ...  87  87  83]
Jake Burger,[138  31  98 ...  38  44  47]
Blake Walston,[100  50  37 ...   0   7   2]
Jake McCarthy,[ 89  36 152 ...   4   0   2]
Grant McCray,[138  65 182 ...   3   1   0]
