,Rank,Name,Skill Score,Expected Possible Players Remaining
1270,1271,Erasmo Ramírez,5.6,112.063846
1271,1272,Carlos Carrasco,5.6,113.048255
1272,1273,Gustavo Campero,5.5,113.538233
1273,1274,Tsung-Che Cheng,5.4,114.436526
1274,1275,Ronny Mauricio,5.3,114.510765
1275,1276,Andy Ibáñez,5.3,114.585004
1276,1277,Jose Quintana,5.2,114.743875
1277,1278,Andrew McCutchen,5.1,115.064588
1278,1279,Willson Contreras,5.0,115.909428
1279,1280,Bryan Ramos,5.0,116.097996
1280,1281,Anthony Santander,4.9,116.356347
1281,1282,Adolis García,4.8,116.659243
1282,1283,Ozzie Albies,4.8,116.87899
1283,1284,Willi Castro,4.7,117.027468
1284,1285,Junior Caminero,4.6,117.431329
1285,1286,Abraham Toro,4.5,117.893096
1286,1287,Jared Serna,4.5,118.264291
1287,1288,Dairon Blanco,4.4,118.322197
1288,1289,Wilmer Flores,4.3,118.374165
1289,1290,Tyler Heineman,4.2,118.945805
1290,1291,Darell Hernaiz,4.2,118.987379
1291,1292,Javier Báez,4.1,119.750557
1292,1293,Ketel Marte,4.0,120.246474
1293,1294,Justin Turner,3.9,120.305865
1294,1295,Deyvison De Los Santos,3.9,120.936897
1295,1296,Xander Bogaerts,3.8,121.951002
1296,1297,Aroldis Chapman,3.7,121.961396
1297,1298,Jorge Barrosa,3.6,123.216036
1298,1299,Kirby Yates,3.6,123.775798
1299,1300,Eugenio Suárez,3.5,126.219748
1300,1301,Brayan Rocchio,3.4,126.712695
1301,1302,Marcell Ozuna,3.3,127.820341
1302,1303,Victor Mesa Jr.,3.3,128.218263
1303,1304,Jonatan Clase,3.2,130.146993
1304,1305,Elias Díaz,3.1,130.734967
1305,1306,Jorge Soler,3.0,131.006682
1306,1307,Yandy Díaz,3.0,131.110616
1307,1308,Jeferson Quero,2.9,131.735709
1308,1309,Owen Caissie,2.8,131.76095
1309,1310,Yoán Moncada,2.7,132.0
1310,1311,Didier Fuentes,2.7,132.071269
1311,1312,Yu Darvish,2.6,132.215293
1312,1313,Jorge Polanco,2.5,132.873051
1313,1314,Jhostynxon Garcia,2.4,133.352635
1314,1315,Enrique Hernández,2.4,133.915367
1315,1316,Starling Marte,2.3,133.940609
1316,1317,Javier Sanoja,2.2,133.96585
1317,1318,Emmanuel Rodriguez,2.2,133.980698
1318,1319,Maximo Acosta,2.1,135.030438
1319,1320,Masataka Yoshida,2.0,135.374907
1320,1321,Gio Urshela,1.9,135.855976
1321,1322,Juan Brito,1.9,136.243504
1322,1323,Angel Martínez,1.8,136.464736
1323,1324,Max Kepler,1.7,137.847068
1324,1325,Shohei Ohtani,1.6,138.953229
1325,1326,Jose Altuve,1.6,139.523385
1326,1327,Elly De La Cruz,1.5,141.553081
1327,1328,Salvador Perez,1.4,142.47513
1328,1329,Christian Vázquez,1.3,143.766889
1329,1330,Rob Refsnyder,1.3,145.940609
1330,1331,Victor Caratini,1.2,147.478842
1331,1332,Miguel Rojas,1.1,148.458797
1332,1333,Jackson Chourio,1.0,153.01559
1333,1334,Jose Iglesias,1.0,154.120267
1334,1335,Francisco Lindor,0.9,155.011136
1335,1336,Yanquiel Fernández,0.8,158.681514
1336,1337,Moisés Ballesteros,0.7,160.665182
1337,1338,Alejandro Osuna,0.7,162.43801
1338,1339,Kenley Jansen,0.6,162.994803
1339,1340,Adael Amador,0.5,163.232368
1340,1341,Jasson Domínguez,0.4,164.173719
1341,1342,Jurickson Profar,0.4,171.024499
1342,1343,Ildemaro Vargas,0.3,177.956941
1343,1344,Martín Maldonado,0.2,182.81663
1344,1345,Edgar Quero,0.1,186.994803
1345,1346,Donovan Solano,0.1,187.045286
1346,1347,Sandy León,0.0,203.96882
